OBJECTID,Label,Direction,SHAPE_Length,Year,PDF
1,450(92),both,8.000000000625,1992,
2,650(92),both,8.00003959189395,1992,
3,370(87),both,7.99997242088486,1987,
4,450(87),both,7.99998815169706,1987,
5,280(87),both,7.99999589222754,1987,
6,100(81),both,17.5535885706574,1981,
7,200(82),both,7.99999105512687,1982,
8,280(82),both,7.99995219534535,1982,
9,900(92),both,8.000000000625,1992,
10,900(91),both,8.000000000625,1991,
11,890(90),both,8.00002664470871,1990,
12,840(91),both,8.00000289231308,1991,
13,670(91),both,8.00000587596322,1991,
14,430(91),both,8.00001635393069,1991,
15,900(91),both,8.00001635579305,1991,
16,409(91),both,8.00001635577681,1991,
17,360(91),both,7.99995619100608,1991,
18,910(91),both,7.99999810395612,1991,
19,420(91),both,8.00000363583452,1991,
20,250(91),both,7.99998614238006,1991,
21,600(92),both,7.99999845403123,1992,
22,633(92),both,7.99995027948398,1992,
23,650(92),both,8.00004112378712,1992,
24,370(81),both,7.99997890633984,1981,
25,480(81),both,7.99998312475061,1981,
26,510(81),both,8.00003507834911,1981,
27,740(84),both,8.00001937320344,1984,
28,840(81),both,7.99997086055483,1981,
29,790(89),both,29.0448374260291,1989,
30,480(89),both,30.6395475365211,1989,
31,620(87),both,8.0000378928131,1987,
32,530(81),both,7.99999734121757,1981,
33,890(81),both,7.99999734138084,1981,
34,260(89),both,8.00001420390024,1989,
35,5089(96),both,21.1048650442375,1996,
36,370(96),both,8.000000000625,1996,
37,700(96),both,7.9999918108064,1996,
38,350(96),both,8.0000265350968,1996,
39,665(96),both,8.0000265350968,1996,
40,1850(92),both,7.99998758076017,1992,
41,2450(92),both,8.00002725820078,1992,
42,2050(91),both,8.00001196572896,1991,
43,1030(91),both,8.000000000625,1991,
44,2610(92),both,7.99999661768951,1992,
45,4360(91),both,8.00004220269349,1991,
46,1090(91),both,7.99997005206407,1991,
47,1190(91),both,8.00001635577681,1991,
48,2440(89),both,8.00003954112507,1989,
49,1270(92),both,7.9999951312042,1992,
50,1130(92),both,7.99999908143966,1992,
51,2580(91),both,7.999981409999,1991,
52,2770(91),both,7.99999017584359,1991,
53,1070(81),both,7.99997257277363,1981,
54,5340(89),both,7.99996522582004,1989,
55,2970(92),both,7.99999972160624,1992,
56,3290(92),both,8.00000013988006,1992,
57,3100(92),both,8.00002388663875,1992,
58,3200(92),both,8.0000413372084,1992,
59,2670(92),both,7.99996935376537,1992,
60,1560(91),both,14.1666189761248,1991,
61,1810(92),one,15.5244171080265,1992,
62,3470(81),both,8.00004238079521,1981,
63,1130(92),both,8.00003034606828,1992,
64,3080(92),both,7.99995733252047,1992,
65,1940(82),both,8.00001025354956,1982,
66,2520(92),both,7.78467331710125,1992,
67,1960(87),both,8.00001224521494,1987,
68,1880(87),both,8.00001224521494,1987,
69,4520(89),both,8.00001224521494,1989,
70,1530(92),both,20.2513226057743,1992,
71,1260(81),both,7.99999411656267,1981,
72,1250(91),both,8.00000299025183,1991,
73,4110(81),both,7.99996226546543,1981,
74,2590(85),both,8.00000025820242,1985,
75,3222(97),both,8.00001196373312,1997,
76,2282(97),both,8.00001196556759,1997,
77,1905(97),both,8.00001196572896,1997,
78,4809(97),one,23.621515993127,1997,
79,3950(90),one,17.0572918257737,1990,
80,2456(97),one,27.4727682956333,1997,
81,2000(91),one,19.5270225570635,1991,
82,1370(93),one,18.0760614173425,1993,
83,4297(97),one,12.445000000298,1997,
84,4830(89),one,25.5537999998778,1989,
85,10597(97),one,22.5563452964134,1997,
86,9822(91),one,29.2834055501674,1991,
87,7700(92),one,28.6285562888407,1992,
88,8670(91),one,18.4455035125012,1991,
89,11240(89),one,24.5809878224597,1989,
90,13500(81),one,24.064604557286,1981,
91,7300(89),one,10.6286789406722,1989,
92,5520(89),one,19.9979462182064,1989,
93,6210(91),one,18.0634091813569,1991,
94,180(89),one,16.9338131275577,1989,
95,8630(89),one,19.6705514473464,1989,
96,7830(81),one,15.3703108923739,1981,
97,4500(92),one,19.9480604377026,1992,
98,8500(81),one,29.1527620403514,1981,
99,6240(89),one,28.5011051096588,1989,
100,9680(91),one,21.8115999996662,1991,
101,482(91),one,27.0734999999404,1991,
102,5500(80),one,23.633720898388,1980,
103,1840(92),one,15.9227756519069,1992,
104,9870(80),one,29.0701083047041,1980,
105,9300(92),one,19.9137171842066,1992,
106,9830(91),one,20.494495636702,1991,
107,6300(92),one,25.842699999921,1992,
108,5300(92),one,25.2501348998983,1992,
109,8830(92),one,16.2100498489102,1992,
110,8050(85),one,34.1380335932866,1985,
111,6640(92),one,46.5175672527537,1992,
112,7150(93),one,37.3385359375831,1993,
113,3750(91),one,17.6733085325358,1991,
114,1860(93),one,27.3864354622565,1993,
115,10310(89),one,33.6829719085865,1989,
116,3560(92),one,13.9954377671806,1992,
117,8960(89),one,32.7547546619537,1989,
118,9970(91),one,18.4435470115496,1991,
119,9000(92),one,20.3696362178623,1992,
120,6090(92),one,23.1388875933476,1992,
121,3940(92),one,25.7194370267899,1992,
122,14000(90),one,19.3944490566864,1990,
123,13950(89),one,18.0526871043246,1989,
124,2720(81),one,26.9150500772732,1981,
125,9770(90),one,11.1786119438124,1990,
126,7732(97),one,26.9240098141571,1997,
127,2500(91),one,18.4474037813399,1991,
128,1360(92),one,17.6845179081175,1992,
129,680(92),one,30.3748000003397,1992,
130,2770(91),one,30.4360495346852,1991,
131,820(89),one,20.1919050963138,1989,
132,2120(89),one,21.7696288734732,1989,
133,3270(90),one,24.4696760633585,1990,
134,1250(93),one,22.0101825391314,1993,
135,2090(93),one,22.5119751401209,1993,
136,100(91),one,32.5918333340707,1991,
137,100(91),one,29.2450839648534,1991,
138,5400(90),one,16.5622645388042,1990,
139,5580(83),one,28.0055784302594,1983,
140,350(89),one,22.4098605902476,1989,
141,4460(90),one,33.0423298764215,1990,
142,2740(90),one,19.045105645351,1990,
143,1800(90),one,19.0322508541258,1990,
144,6800(90),one,17.6242419630403,1990,
145,720(89),one,16.3068658777852,1989,
146,6230(90),one,25.9588139069134,1990,
147,10760(90),one,32.4013944634888,1990,
148,4340(92),one,34.7205907254176,1992,
149,3770(90),one,23.1476862304864,1990,
150,2100(89),one,17.2635761925328,1989,
151,750(93),one,19.3998040631053,1993,
152,2330(90),one,18.5735475608893,1990,
153,2120(92),one,19.8456818564335,1992,
154,1170(92),one,18.0451971072965,1992,
155,2720(92),one,19.3313916976273,1992,
156,3180(90),one,25.4920349109265,1990,
157,7460(85),one,28.4366839347717,1985,
158,1010(90),one,14.872678423895,1990,
159,330(90),one,21.3480401444644,1990,
160,3600(92),one,25.718375766259,1992,
161,4050(90),one,34.1796143192983,1990,
162,6590(90),one,28.3654007488506,1990,
163,6960(92),one,31.8858436619842,1992,
164,480(93),one,27.9674020159367,1993,
165,300(93),one,16.4530543470369,1993,
166,3290(91),one,20.3888288125304,1991,
167,5480(93),one,25.4306129842188,1993,
168,8430(93),one,31.6610016241161,1993,
169,5310(93),one,26.1364893084991,1993,
170,7920(85),one,16.8155477423929,1985,
171,6580(89),one,26.9825002041622,1989,
172,21530(90),one,14.4638267721667,1990,
173,8580(92),one,35.9438584018361,1992,
174,2370(82),one,40.7102820220494,1982,
175,17500(89),one,33.1786703950971,1989,
176,2360(90),one,39.2142219943013,1990,
177,7150(92),one,34.1051099336276,1992,
178,7520(82),one,37.1676990593607,1982,
179,6890(92),one,36.7305646920566,1992,
180,14740(93),one,34.217214385388,1993,
181,9390(93),one,30.9835054275776,1993,
182,18910(89),one,19.976202486956,1989,
183,7280(90),one,25.7844757553095,1990,
184,6590(93),one,20.963777739627,1993,
185,8420(89),one,20.5388142994898,1989,
186,1840(91),one,20.8763931183014,1991,
187,1090(91),one,29.806643653672,1991,
188,10570(89),one,27.0852621362047,1989,
189,21220(93),one,33.6892263867822,1993,
190,12910(81),one,24.073880209493,1981,
191,8070(89),one,19.4341786530339,1989,
192,10690(84),one,21.017076106058,1984,
193,5810(93),one,18.2467747496196,1993,
194,11950(84),one,20.1520981224055,1984,
195,3860(89),one,19.813006832422,1989,
196,6080(89),one,17.0881775054049,1989,
197,19220(90),one,19.4397921052784,1990,
198,21570(89),one,16.6046824149295,1989,
199,14010(90),one,26.5269700331301,1990,
200,2620(92),one,29.6217459698677,1992,
201,11140(84),one,30.0025304798299,1984,
202,11220(93),one,18.2914319425257,1993,
203,3460(90),one,21.8161930146651,1990,
204,8370(93),one,28.297423781802,1993,
205,5970(84),one,13.9711754057676,1984,
206,3108(97),one,23.8711652653529,1997,
207,4900(90),one,24.6420945233216,1990,
208,300(96),one,31.8253861753461,1996,
209,1093(96),one,11.1579000004392,1996,
210,240(96),one,8.000000000625,1996,
211,832(96),one,9.75697842932614,1996,
212,3900(90),one,19.7419104319925,1990,
213,4869(97),one,24.3791448812031,1997,
214,4398(97),one,28.2361700668272,1997,
215,1670(91),one,20.7786257019958,1991,
216,1570(93),one,18.3967119725953,1993,
217,4067(97),one,12.2103563629163,1997,
218,4300(89),one,29.7280231501711,1989,
219,12461(97),one,26.4863333910304,1997,
220,9821(97),one,32.6932580537934,1997,
221,6260(92),one,27.2118373617717,1992,
222,10300(91),one,25.0999256931264,1991,
223,10100(90),one,34.8918237249827,1990,
224,11560(90),one,23.143202495357,1990,
225,10370(89),one,27.0559839647352,1989,
226,5050(89),one,20.4038940638502,1989,
227,6860(89),one,9.15458826901757,1989,
228,5800(91),one,19.6477466073585,1991,
229,260(89),one,7.99996006225804,1989,
230,7360(89),one,21.7969362445904,1989,
231,8180(81),one,17.8187094423713,1981,
232,5520(92),one,18.2073985181657,1992,
233,8870(81),one,27.0857348467077,1981,
234,6510(89),one,28.821375881819,1989,
235,8950(91),one,20.7925161196446,1991,
236,570(91),one,34.1915029938101,1991,
237,5530(80),one,18.1374727853323,1980,
238,1330(92),one,13.2653063149297,1992,
239,9200(80),one,27.2823192393758,1980,
240,8910(92),one,27.1941349579353,1992,
241,9020(91),one,20.0850111969983,1991,
242,6610(92),one,22.6252724922618,1992,
243,4320(92),one,25.2633692482021,1992,
244,8730(92),one,12.5402937005689,1992,
245,8270(85),one,34.058242943599,1985,
246,6820(92),one,45.3507308782859,1992,
247,5980(93),one,40.6088663779337,1993,
248,5020(91),one,20.6710259021973,1991,
249,1930(93),one,25.1841200261539,1993,
250,10530(89),one,23.5542757864493,1989,
251,3050(92),one,15.1641027549031,1992,
252,9130(89),one,33.8652505315087,1989,
253,8920(91),one,18.4821875466755,1991,
254,9200(92),one,24.9931962431182,1992,
255,6570(92),one,22.7742666062847,1992,
256,5150(92),one,30.1291171042646,1992,
257,12530(90),one,23.4002103975185,1990,
258,11270(89),one,7.99997819622781,1989,
259,1620(81),one,33.4772992790118,1981,
260,9770(90),one,8.00005507566573,1990,
261,6250(90),one,8.00002972113569,1990,
262,7105(97),one,21.8398770007649,1997,
263,2350(91),one,17.8000670443817,1991,
264,1990(92),one,7.99993800678694,1992,
265,2420(91),one,31.4890032339903,1991,
266,650(89),one,20.828595597225,1989,
267,2180(89),one,18.0039696572407,1989,
268,3900(90),one,25.122650711905,1990,
269,1900(93),one,20.6514493697888,1993,
270,2510(93),one,23.7688393937118,1993,
271,180(91),one,34.4641961348087,1991,
272,330(91),one,31.1413801233009,1991,
273,5000(90),one,19.7724031366865,1990,
274,5610(83),one,28.8215144203012,1983,
275,5970(90),one,31.956311694065,1990,
276,4840(90),one,30.6046000012899,1990,
277,10070(90),one,31.9138432541583,1990,
278,4280(90),one,22.0001721338454,1990,
279,4190(89),one,25.4559378771578,1989,
280,2230(90),one,20.5388543944512,1990,
281,2140(90),one,18.9223926582513,1990,
282,8140(90),one,18.7331055703164,1990,
283,1440(89),one,17.893363115542,1989,
284,5310(92),one,36.2538528690028,1992,
285,2770(90),one,22.5142799227574,1990,
286,2060(89),one,19.2128806425835,1989,
287,1140(93),one,16.4405647506563,1993,
288,440(87),one,16.3101189842269,1987,
289,2910(90),one,19.1163332541886,1990,
290,2380(92),one,8.37608579822775,1992,
291,1650(92),one,23.918345751017,1992,
292,1650(92),one,20.6613540436893,1992,
293,2070(92),one,21.1068897260435,1992,
294,3460(90),one,24.3497665572645,1990,
295,7940(85),one,29.294005185827,1985,
296,940(90),one,13.4003897517675,1990,
297,622(90),one,21.6700582742819,1990,
298,3440(92),one,27.3468198850004,1992,
299,3840(90),one,38.0837548436294,1990,
300,7580(90),one,27.4348841301298,1990,
301,9900(92),one,30.207634668456,1992,
302,660(93),one,33.060160003059,1993,
303,730(93),one,16.9398438704206,1993,
304,3550(91),one,26.4892190250946,1991,
305,5370(93),one,22.4472353489935,1993,
306,8760(93),one,35.5687223204269,1993,
307,5500(93),one,29.8500775335177,1993,
308,9010(85),one,14.4837229694499,1985,
309,6400(89),one,29.0192738448176,1989,
310,22980(90),one,15.8297807140525,1990,
311,10920(92),one,33.6236787320286,1992,
312,3700(82),one,41.6713727356692,1982,
313,17980(89),one,36.526540705114,1989,
314,2080(90),one,34.7226499170826,1990,
315,7930(92),one,40.5557317729103,1992,
316,7170(82),one,34.7635844314608,1982,
317,6840(92),one,37.6964896789216,1992,
318,23870(93),one,37.6564727235967,1993,
319,12010(93),one,32.9397675037409,1993,
320,12600(89),one,18.5777846740992,1989,
321,7870(89),one,19.9250299894355,1989,
322,1820(91),one,13.0649369111867,1991,
323,9710(90),one,29.4524836706658,1990,
324,9990(93),one,19.2449486504001,1993,
325,1090(91),one,24.2335679201827,1991,
326,9400(89),one,29.7423901034376,1989,
327,16060(93),one,27.6338318789581,1993,
328,16630(81),one,25.4107343482527,1981,
329,10140(89),one,14.6620660215201,1989,
330,12220(84),one,7.99999148549303,1984,
331,12420(84),one,7.99996795288863,1984,
332,13230(91),one,7.99995787814744,1991,
333,4840(89),one,21.7111712375553,1989,
334,5580(89),one,19.8269953934918,1989,
335,11860(90),one,19.5384834080224,1990,
336,11690(89),one,15.0869112285299,1989,
337,5210(89),one,18.1781879375837,1989,
338,13080(90),one,26.1961150817243,1990,
339,11240(84),one,7.99998131077028,1984,
340,1960(92),one,30.1777821737949,1992,
341,9880(84),one,28.9129385025203,1984,
342,11140(93),one,19.4267907404594,1993,
343,1650(90),one,21.1678864772854,1990,
344,8740(93),one,27.4248931337198,1993,
345,12000(84),one,7.99995531319266,1984,
346,6380(84),one,13.2747580486606,1984,
347,220(96),one,29.6987719047484,1996,
348,1036(96),one,12.9073000004664,1996,
349,370(96),one,9.24630646785326,1996,
350,731(96),one,10.7734009675854,1996,
351,589(15),both,7.9999616365347,2015,
352,250(07),both,8.00001496386098,2007,
353,456(06),both,8.0000265350968,2006,
354,1045(10),both,8.00000587596322,2010,
355,446(10),both,8.00001635579305,2010,
356,257(14),both,8.00003959001801,2014,
357,768(15),both,8.00004762314947,2015,
358,369(15),both,7.99995219534535,2015,
359,468(15),both,8.00003116176049,2015,
360,343(15),both,7.99996045131948,2015,
361,985(15),both,7.99999850354101,2015,
362,342(19),both,8.00003885275326,2019,RoyalTerrace_900_2019.pdf
363,1588(06),both,8.00001645075933,2006,
364,2307(10),both,8.000000000625,2010,
365,1772(10),both,8.00001499271486,2010,
366,392(14),both,18.1821266530993,2014,
367,968(10),both,7.99999948763783,2010,
368,901(11),both,7.99999633832338,2011,
369,1379(15),both,8.00000299025183,2015,
370,1650(15),both,7.99996226544541,2015,
371,1380(05),one,24.9125461887286,2005,
372,3951(17),one,19.3384411148877,2017,
373,2079(19),one,36.6700943857472,2019,
374,2614(15),one,20.9567575565279,2015,
375,1886(09),one,16.4736222705591,2009,
376,2017(19),one,22.108361003068,2019,Richardson_1700_2019.pdf
377,1344(19),one,17.7327999994159,2019,Richardson_1900_2019.pdf
378,2672(09),one,26.6170693657893,2009,
379,5079(16),one,27.6058023790621,2016,
380,279(19),one,32.080907402587,2019,Shakespeare_2000_2019.pdf
381,2445(12),one,21.4554037427227,2012,
382,8158(14),one,22.4431084149685,2014,
383,11005(17),one,26.7644681525834,2017,
384,9851(17),one,42.1299384483937,2017,
385,8720(16),one,20.4857874764503,2016,
386,215(19),one,39.1469604366299,2019,Prior_2500_2019.pdf
387,8649(16),one,23.5992277279454,2016,
388,449(06),one,26.1196439893511,2006,
389,8529(15),one,12.2474933310435,2015,
390,2078(06),one,12.425340940097,2006,
391,805(20),one,20.3492177409197,2020,Balmoral_1000_2020.pdf
392,1372(20),one,12.9321285644982,2020,Balmoral_900_2020.pdf
393,1452(07),one,13.7966535929766,2007,
394,1759(07),one,16.1625662800577,2007,
395,2643(15),one,16.7809387500622,2015,
396,970(09),one,26.7628892773585,2009,
397,1909(05),one,32.8122238713001,2005,
398,3492(14),one,27.0596673985345,2014,
399,3871(16),one,30.3078596698028,2016,
400,1935(19),one,29.4714258186242,2019,
401,3265(15),one,19.3524863750245,2015,
402,8149(14),one,29.9092315663384,2014,
403,2573(19),one,29.7168680890196,2019,Superior_400_2019.pdf
404,5310(16),one,24.7679859181672,2016,
405,1177(05),one,15.5582061120382,2005,
406,1351(12),one,20.8094197624868,2012,
407,559(17),one,26.9526461029628,2017,
408,445(17),one,23.5977030285707,2017,
409,1847(19),one,24.9373469443148,2019,Dallas_0_2019.pdf
410,2189(11),one,24.8049484030625,2011,
411,1274(14),one,18.6614297598059,2014,
412,6412(15),one,16.5346417004626,2015,
413,486(07),one,26.2313636372347,2007,
414,9200(14),one,27.30453779815,2014,
415,19222(10),one,31.0356859924468,2010,
416,13376(10),one,17.0052767846749,2010,
417,162(07),one,19.2922319011623,2007,
418,162(07),one,15.2254000008106,2007,
419,323(15),one,13.6842000003833,2015,
420,1799(14),one,19.2801745450339,2014,
421,537(19),one,26.3418466072182,2019,
422,709(12),one,22.2173293503854,2012,
423,343(06),one,14.1120694473074,2006,
424,176(18),one,29.7611553622963,2018,
425,6664(16),one,35.7461046599992,2016,
426,2560(06),one,12.9509007027112,2006,
427,590(05),one,23.4997752205894,2005,
428,1953(05),one,21.4022776203984,2005,
429,511(05),one,18.5941854406816,2005,
430,3359(11),one,28.7342751822296,2011,
431,108(09),one,23.1052955289435,2009,
432,145(09),one,8.49182037036209,2009,
433,332(09),one,13.5323660563703,2009,
434,301(09),one,26.6192066984001,2009,
435,111(09),one,8.000000000625,2009,
436,796(09),one,19.9241716072151,2009,
437,119(09),one,12.4774620540984,2009,
438,847(09),one,38.4707999993116,2009,
439,57(11),one,14.051516509335,2011,
440,187(09),one,19.9159262465443,2009,
441,184(09),one,30.5507855031594,2009,
442,384(11),one,32.6027715088875,2011,
443,321(09),one,23.8476574296098,2009,
444,367(09),one,20.3319812630051,2009,
445,2619(11),one,24.897239042505,2011,
446,370(19),one,35.4484661720771,2019,Wark_2500_2019.pdf
447,87(11),one,14.2310999985784,2011,
448,71(11),one,14.0888741075196,2011,
449,329(10),one,27.6136523233201,2010,
450,124(10),one,21.7779312387141,2010,
451,139(15),one,16.5474770614168,2015,
452,127(10),one,25.0841369493664,2010,
453,3009(10),one,25.0369146856302,2010,
454,10630(10),one,31.3630625547792,2010,
455,9994(10),one,44.9585485929696,2010,
456,1821(10),one,19.3211000005508,2010,
457,335(17),one,8.7628551422984,2017,
458,249(11),one,16.0068213075605,2011,
459,85(11),one,27.9797000009567,2011,
460,338(11),one,21.3980009145632,2011,
461,238(11),one,19.3267228018247,2011,
462,1521(17),one,11.0568028856086,2017,
463,2499(12),one,15.2701744759805,2012,
464,1895(12),one,15.854411182423,2012,
465,1539(15),one,17.7341000000015,2015,
466,535(13),one,18.8085937055114,2013,
467,407(19),one,19.4729940113124,2019,
468,6633(14),one,17.2652964136444,2014,
469,2553(14),one,16.2903806225976,2014,
470,241(14),one,33.5528808502115,2014,
471,419(14),one,29.4025529586224,2014,
472,2449(19),one,36.3470544009532,2019,Richmond_700_2019.pdf
473,299(14),one,16.8538786586441,2014,
474,725(14),one,38.5368941746358,2014,
475,2199(15),one,24.1762618740394,2015,
476,4740(15),one,30.7966257178997,2015,
477,2716(15),one,26.7278749577028,2015,
478,1760(15),one,24.0652275887149,2015,
479,816(15),one,28.8829125070605,2015,
480,10795(18),one,56.1430567885539,2018,
481,7075(19),one,28.5159924534284,2019,Bay_1700_2019.pdf
482,5692(18),one,25.4165640909365,2018,
483,6734(18),one,27.3458231610506,2018,
484,11354(18),one,24.8426238748102,2018,
485,18366(19),one,25.7876516757948,2019,
486,5691(19),one,14.6777724222639,2019,
487,10405(18),one,32.484566570471,2018,
488,7918(19),one,23.522519672045,2019,
489,1673(19),one,14.4363347184141,2019,
490,4307(18),one,24.7873741536854,2018,
491,15373(19),one,36.4856011501802,2019,
492,1463(19),one,29.0303384804732,2019,
493,7455(19),one,28.548402924571,2019,
494,6229(19),one,29.6076000016183,2019,
495,6210(19),one,31.3467917239108,2019,
496,705(19),one,31.8031032944737,2019,Haultain_1800_2019.pdf
497,10452(19),one,47.0832000002265,2019,Lansdowne_1700_WB_2019.pdf
498,2321(19),one,22.8729999996722,2019,
499,6296(19),one,11.4232999999076,2019,
500,5655(19),one,18.0118569977232,2019,
501,5564(19),one,30.6059526633969,2019,
502,11847(19),one,24.9981842812017,2019,
503,326(16),one,24.4707999993116,2016,
504,73(16),one,31.2572385734324,2016,
505,120(17),one,33.5811382923342,2017,
506,155(16),one,18.7368000000715,2016,
507,46(16),one,17.0677255027329,2016,
508,107(16),one,16.0779232009019,2016,
509,3132(16),one,18.3609762062081,2016,
510,230(16),one,17.9806000003591,2016,
511,9720(18),one,27.1755615528247,2018,
512,385(16),one,30.2883871715585,2016,
513,3846(18),one,25.7623513034439,2018,
514,8016(19),one,34.3256866002691,2019,
515,9383(19),one,44.1777017505664,2019,
516,3077(18),one,11.0452034038989,2018,
517,7166(19),one,26.6456005827224,2019,
518,1493(19),one,20.4945689617973,2019,
519,1827(18),one,31.3019350368416,2018,
520,785(19),one,16.7495951258376,2019,
521,8743(18),one,29.2547925658335,2018,
522,2107(19),one,20.9810833608337,2019,
523,10432(18),one,35.9520706172808,2018,
524,1127(18),one,15.5536628725256,2018,
525,9891(19),one,21.7884163111219,2019,
526,10096(19),one,11.3185249934865,2019,
527,4599(19),one,26.1934114404018,2019,
528,238(16),one,28.9016157833415,2016,
529,723(16),one,11.5789000000805,2016,
530,151(17),one,26.8971541982951,2017,
531,740(17),one,21.6547782884638,2017,
532,283(17),one,15.7767005736577,2017,
533,538(17),one,19.7401306601477,2017,
534,133(17),one,34.6248000003397,2017,
535,83(17),one,19.1115048284392,2017,
536,866(17),one,17.4726135956305,2017,
537,772(17),one,19.6062615389571,2017,
538,247(17),one,25.3918191209171,2017,
539,258(17),one,15.9416581276602,2017,
540,2802(17),one,22.7064591707875,2017,
541,476(17),one,21.2205837705375,2017,
542,71(17),one,14.3156504347258,2017,
543,253(19),one,18.1066571508107,2019,
544,268(17),one,20.1094902702791,2017,
545,1708(19),one,17.7988274698344,2019,Oswego_200_2019.pdf
546,764(18),one,20.1295081014051,2018,
547,2647(18),one,20.0247362082682,2018,
548,43(18),one,21.2057265963418,2018,
549,64(18),one,16.5248877232984,2018,
550,81(18),one,32.1829053752672,2018,
551,192(18),one,32.3965244401819,2018,
552,931(18),one,28.1297471961998,2018,
553,2812(18),one,20.8094892928638,2018,
554,1069(17),one,25.8088919352229,2017,Foul Bay 300 2017.pdf
555,335(18),one,24.1275563743476,2018,
556,218(18),one,29.6753610676192,2018,
557,191(18),one,38.7234651094974,2018,
558,155(18),one,30.7443875526434,2018,
559,695(18),one,29.0165999997407,2018,
560,558(19),one,10.3554457905838,2019,Lang_1400_2019.pdf
561,193(19),one,35.8077367495904,2019,
562,193(19),one,42.3353762496625,2019,Topaz_900_2019.pdf
563,249(19),one,28.2358495453112,2019,Walnut_1300_2019.pdf
564,965(19),one,18.2065219648514,2019,Haultain_1500_2019.pdf
565,1894(19),one,26.5874758724343,2019,
566,261(19),one,16.1415976367363,2019,Mason_1000_2019.pdf
567,468(19),one,25.098088810154,2019,Graham_2700_2019.pdf
568,2381(19),one,17.3037999998778,2019,Fernwood_2700_2019.pdf
569,218(19),one,27.7515551718624,2019,
570,746(19),one,34.7762811894045,2019,Ryan_1400_2019.pdf
571,522(20),one,23.284679522011,2020,Balmoral_1200_2020-08-19.pdf
572,382(20),one,19.2397737122758,2020,Stanley_1600_2020.pdf
573,1379(05),one,22.8663152278349,2005,
574,3773(17),one,17.3415015290463,2017,
575,1701(19),one,35.4589912275528,2019,
576,2078(15),one,23.6735629954196,2015,
577,1494(19),one,16.6872447321249,2019,Richardson_1700_2019.pdf
578,1481(19),one,19.2779523062413,2019,Richardson_1900_2019.pdf
579,2416(09),one,26.2712261955413,2009,
580,4534(16),one,23.3880445881181,2016,
581,245(19),one,34.3321982355916,2019,Shakespeare_2000_2019.pdf
582,2806(12),one,22.2367121823984,2012,
583,7193(14),one,23.4689316601075,2014,
584,10049(17),one,26.1638896268397,2017,
585,10917(17),one,40.3438385276778,2017,
586,9326(16),one,18.9314337737696,2016,
587,280(19),one,33.7028674926143,2019,Prior_2500_2019.pdf
588,9161(16),one,21.8601190035579,2016,
589,394(06),one,7.99996344325665,2006,
590,8324(15),one,10.7193476536925,2015,
591,2253(06),one,13.8412456595031,2006,
592,1207(20),one,21.3185012569685,2020,Balmoral_1000_2020.pdf
593,1524(20),one,14.8382041573255,2020,Balmoral_900_2020.pdf
594,1219(07),one,17.6464836862791,2007,
595,946(15),one,22.0019783856389,2015,
596,1250(09),one,27.2434456938298,2009,
597,2491(05),one,34.9495597997113,2005,
598,4570(14),one,25.9597614106229,2014,
599,4986(16),one,28.0299213906439,2016,
600,2243(19),one,27.7486304522922,2019,
601,2410(15),one,19.850147453241,2015,
602,7421(14),one,28.8528402894144,2014,
603,3222(19),one,31.2039472668318,2019,Superior_400_2019.pdf
604,4531(16),one,23.7358170308573,2016,
605,1132(05),one,17.7161922242844,2005,
606,1273(12),one,25.3970732568305,2012,
607,743(17),one,27.6930444699191,2017,
608,328(17),one,27.1831045331615,2017,
609,2165(11),one,23.5330549461554,2011,
610,1833(14),one,8.00002043556468,2014,
611,3201(15),one,25.8763987828726,2015,
612,327(07),one,26.6768520539058,2007,
613,7129(14),one,31.5100602013268,2014,
614,23233(10),one,29.0731237041616,2010,
615,276(07),one,15.9023000005052,2007,
616,232(07),one,22.6244999989867,2007,
617,1154(14),one,16.6067296866429,2014,
618,1281(19),one,31.1249726416429,2019,
619,641(12),one,24.3921604198925,2012,
620,2082(09),one,18.2395121685295,2009,
621,2804(18),one,20.4757213628269,2018,
622,168(06),one,15.6515675796005,2006,
623,227(18),one,24.1829615954657,2018,
624,6303(16),one,33.0235399684213,2016,
625,1875(06),one,13.2949261194063,2006,
626,380(05),one,26.4245295342861,2005,
627,2108(05),one,23.4623210671246,2005,
628,819(05),one,21.9925614733024,2005,
629,3175(11),one,31.2637304799181,2011,
630,113(09),one,24.0349122019286,2009,
631,176(09),one,9.80738406983611,2009,
632,280(09),one,16.6316000002649,2009,
633,589(09),one,24.692756663276,2009,
634,476(09),one,30.4752059593172,2009,
635,83(09),one,23.9603324092236,2009,
636,984(09),one,38.2384000012096,2009,
637,260(09),one,17.4728067510467,2009,
638,57(11),one,15.0751612851284,2011,
639,252(09),one,19.9036337348654,2009,
640,218(09),one,29.5348414202642,2009,
641,700(09),one,7.999951577906,2009,
642,677(11),one,29.7544000001442,2011,
643,318(09),one,22.8637204767545,2009,
644,528(09),one,19.9149188218838,2009,
645,3125(11),one,24.6043405829293,2011,
646,727(19),one,39.067917787504,2019,Wark_2500_2019.pdf
647,84(11),one,14.8629283022309,2011,
648,86(11),one,14.6626768302806,2011,
649,335(10),one,25.8589698559716,2010,
650,79(10),one,25.2666157059018,2010,
651,234(15),one,8.00003198204601,2015,
652,185(10),one,22.9315387991048,2010,
653,3451(10),one,33.004241167799,2010,
654,9468(10),one,30.3956906261795,2010,
655,9173(10),one,48.1684463863729,2010,
