node_id,x,y,longitude,latitude,nearest_DAUID,nearest_Population_Density_Demand,nearest_Commute_PT_Demand,nearest_Bus_Stop_Proximity,nearest_Route_Coverage_Percent,nearest_Bus_Stop_Density,nearest_Income_Demand,nearest_Overall_Demand,nearest_Employment_Demand,nearest_Commute_Duration_Demand,nearest_Overall_Accessibility,nearest_demand_dist,nearest_school_dist,schools_within_0.5km,schools_within_1.0km,schools_within_2.0km,nearest_healthcare_dist,healthcare_within_0.5km,healthcare_within_1.0km,healthcare_within_2.0km,nearest_pop_dist,population_within_0.5km,population_within_1.0km,population_within_2.0km,route_connections,bus_stop_density_per_km2,ridership_proxy
N959,-13728375.836428,6176505.6568,-123.32409840000392,48.41696640000244,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.29843775750666246,0.5390276700285358,0,1,2,0.8222268982111379,0,1,16,0.30152604564805274,1924,5961,21310,1,42.65352474862795,12.050014374570802
N960,-13728379.075825,6176441.552769,-123.32412750000228,48.41658420000107,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.26826378198596557,0.5673683832828093,0,1,2,0.7988962169761505,0,1,16,0.27119220424217766,1924,5961,21310,1,42.01690497626037,13.324575627912537
N961,-13728437.785724,6176479.257017,-123.32465489999827,48.41680899999758,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.2575753319073942,0.5224572453722286,0,1,2,0.7780174386942498,0,1,16,0.260746245026346,1924,5961,21310,1,44.881693951914485,13.790730295749512
N962,-13731755.240133,6180771.603536,-123.35445609999803,48.442394300000274,2021S051259170154,4,4,3,1,1,3,21,3,2,7,0.14177481985193988,0.6098018393511924,0,1,3,0.5259435612918848,0,2,23,0.44558366951044365,3644,16915,45348,1,87.85352858672623,61.57781359663589
N963,-13734808.889613,6177217.139909,-123.3818875000003,48.421208199998716,2021S051259170310,3,1,5,1,2,3,16,1,4,11,0.08477686496733057,0.5017658813395593,0,1,4,0.8308192704973019,0,1,25,0.2764515798085051,3702,10802,35926,1,45.83662361046586,36.50265261928951
N964,-13730700.510222,6179447.346019,-123.34498130000134,48.43450219999966,2021S051259170141,4,1,4,1,4,4,22,4,5,11,0.18597692737117688,0.5014903495444151,0,1,6,0.03424284026984525,2,6,46,0.8820483719477197,4258,16959,58492,4,92.3098669932993,55.684451056590575
N965,-13729728.668803,6179717.29523,-123.33625109999707,48.436111100001845,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.14175941385101884,1.108596155219485,0,0,5,0.2414131516567174,1,8,29,0.44948008361823316,4792,14727,45631,3,75.75775291174219,47.51995305300439
N966,-13730391.999385,6179730.080655,-123.34220989999939,48.436187299999254,2021S051259170137,2,1,4,2,3,1,15,5,3,10,0.05056489604331868,0.7599693968573359,0,1,5,0.20013213246152015,2,9,41,0.7111311206472751,3154,14703,54652,3,86.26197915580728,33.02428538470515
N967,-13729401.189125,6181213.101995,-123.33330929999718,48.445025200002654,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.27735026038120264,0.44033436251358604,1,1,4,0.05065912828397241,5,6,15,0.45468866421487825,2311,7270,27520,2,41.38028520389279,41.49547003310993
N968,-13729428.095046,6180038.614558,-123.33355099999787,48.43802610000122,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.17355916198625654,0.8199972183594625,0,1,5,0.4820112926382399,1,10,26,0.1581600505465084,3882,11038,37348,4,68.1183156433312,45.107197943820076
N969,-13731495.29799,6179767.447094,-123.35212099999758,48.43641000000174,2021S051259170157,3,2,3,3,3,2,16,5,2,7,0.14779451395331905,0.35148553702157687,1,1,4,0.5271708583337916,0,8,45,0.437432482461773,4700,17733,59497,2,96.44789551368858,34.33783615053764
N970,-13730912.039518,6179739.929808,-123.34688149999769,48.43624599999841,2021S051259170136,4,1,3,3,3,2,15,5,2,7,0.0611962076704988,0.4754595607025387,1,1,5,0.24695093872631696,1,8,46,0.7121962014879725,3850,16730,58881,4,83.71550006633694,35.02775314178167
N971,-13731463.894762,6179765.265842,-123.35183890000077,48.43639699999863,2021S051259170157,3,2,3,3,3,2,16,5,2,7,0.12689988003978028,0.34795351194645197,1,1,4,0.5368905362734054,0,8,45,0.45527487421966,4700,17733,59497,2,96.12958562750478,35.74440562193157
N972,-13730695.24481,6179735.01362,-123.34493400000056,48.43621670000196,2021S051259170137,2,1,4,2,3,1,15,5,3,10,0.16243628454569733,0.5858367179897016,0,1,5,0.21644774148786297,2,8,43,0.6915934882644661,4296,16279,55432,4,85.6253593834397,25.850048231271387
N973,-13730685.459827,6180310.377946,-123.34484610000274,48.43964570000076,2021S051259170135,2,3,3,1,2,1,17,3,3,5,0.22687161841247167,0.8626284213287422,0,1,6,0.5385358291136486,0,6,36,0.3113046027989008,3731,15830,52065,3,85.6253593834397,34.20613504390277
N974,-13728776.375087,6176155.455411,-123.32769649999652,48.41487840000175,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.05961246802128248,0.6132841702960187,0,1,2,0.4773907541279375,1,3,16,0.05747084576700666,3006,4735,22425,3,46.79155326901723,24.124566246107264
N975,-13728743.49131,6175875.036315,-123.32740110000175,48.41320639999858,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.20886605309183362,0.7997956870833163,0,1,2,0.45603737532099636,1,3,14,0.20555943315025973,2537,4876,20283,1,39.78873577297384,16.01946518692699
N976,-13732903.979355,6177003.745772,-123.36477540000392,48.419935999998295,2021S051259170814,3,3,5,5,1,3,15,1,1,12,0.27843836738136485,0.576452756325494,0,1,4,0.4002063594395461,2,22,35,0.2785842021270547,4799,19836,51449,2,91.03662744856413,24.68325884611668
N977,-13732978.741525,6177025.014497,-123.36544700000378,48.42006279999936,2021S051259170814,3,3,5,5,1,3,15,1,1,12,0.28788500676160844,0.6158741238142859,0,1,4,0.37805124150209996,3,22,35,0.28829637656934787,4185,20157,51505,2,91.67324722093171,24.1976433140281
N978,-13733352.552375,6176723.952921,-123.36880500000302,48.41826789999971,2021S051259170298,2,4,5,4,3,4,20,1,3,12,0.14430201881381585,0.8208187290245483,0,2,3,0.4960844899595932,1,13,35,0.14298530817195398,4537,17714,44839,4,84.35211983870452,54.548656415242434
N979,-13733174.986655,6176742.486964,-123.36720990000092,48.418378400002254,2021S051259170297,5,3,5,2,1,5,20,3,3,8,0.20449386922537982,0.8178925566995819,0,2,3,0.5703661948039983,0,17,35,0.252987312033877,3873,18969,47582,2,84.35211983870452,51.363137697980754
N980,-13733355.691584,6176900.438896,-123.36883319999727,48.41932010000054,2021S051259170298,2,4,5,4,3,4,20,1,3,12,0.14260757535436094,0.8478092405325214,0,2,3,0.5044979454137546,0,15,35,0.14181158205158106,2071,17879,46463,2,81.16902097686662,54.691125496850375
N981,-13727740.825524,6177054.888087,-123.31839399999745,48.420240899997545,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.6395070988069209,0.8161906854763318,0,1,2,0.8497288409197036,0,2,16,0.824376663714456,0,3731,18242,1,32.14929850456286,4.168986035932556
N982,-13728297.823728,6177066.445052,-123.32339759999626,48.42030980000069,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.3373893623976079,0.4459920435418931,1,1,3,0.7087611908860353,0,2,16,0.602991457323649,1219,6923,22965,4,50.29296201703893,14.490624525014658
N983,-13729196.717485,6176610.787112,-123.33147250000339,48.417593200002884,2021S051259170202,1,4,1,4,3,1,13,5,5,11,0.29294090347158924,0.33431849421357634,1,1,2,0.523974860994572,0,4,23,0.43910820485165825,2385,8683,34572,2,65.57183655386088,16.03999223127528
N984,-13728998.223701,6176782.037571,-123.32968940000369,48.4186141999995,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.1452098161046812,0.18557630437281153,1,1,2,0.6776887494226076,0,7,21,0.44667486944427753,2385,8752,30950,4,65.2535266676771,23.890191033961166
N985,-13735581.814233,6181291.389011,-123.38883079999648,48.445491700001035,2021S051259170389,2,3,5,2,4,5,18,2,1,11,0.13219346802366147,1.0768043552549178,0,0,3,0.3752150521791406,1,1,9,0.13344699349373185,4472,9651,22830,3,42.97183463481174,44.83517137007812
N986,-13733921.49516,6176238.308272,-123.37391589999858,48.41537240000067,2021S051259170304,5,4,5,2,2,5,26,3,3,10,0.13128884811730657,0.46281110408850334,1,1,2,0.04612310945654493,1,1,27,0.19466163633216477,7391,13441,38441,5,59.205638830185066,85.32244859562827
N987,-13734318.260089,6180744.653555,-123.37748009999781,48.442233699998084,2021S051259170386,3,2,5,4,1,4,22,5,3,7,0.23941216844626287,1.3190238852189653,0,0,3,0.6616968383059261,0,3,15,0.23873880243828885,1637,11455,38509,2,88.49014835909381,52.27849519532586
N988,-13732567.026388,6178368.473456,-123.36174850000108,48.428071600000514,2021S051259170810,3,1,5,1,1,4,16,4,3,7,0.10678409152316047,0.7144862819097124,0,2,4,0.1483624200122203,9,25,44,0.18721328443787247,6475,17753,62437,2,110.77184039195916,34.951215753517715
N989,-13735405.695667,6179698.805055,-123.38724869999996,48.43600089999896,2021S051259170373,2,2,5,2,1,2,17,4,4,8,0.15179783195906235,0.8479844402580301,0,1,3,0.03690828483623625,1,7,17,0.687581662171474,3710,11860,31542,1,86.26197915580728,37.03044303832551
N990,-13734057.249279,6177367.401302,-123.37513539999837,48.42210399999767,2021S051259170311,3,1,5,1,4,3,16,1,4,11,0.2401570095537569,0.667336295316583,0,1,2,0.5793517969605158,0,8,31,0.24040017919753462,2758,14356,46655,2,79.25916165976388,26.72689219371537
N991,-13733949.057866,6177286.869052,-123.37416349999928,48.421623899999666,2021S051259170311,3,1,5,1,4,3,16,1,4,11,0.3158110811710369,0.663877786949797,0,1,2,0.5668135151597938,0,9,34,0.31625574566462705,3454,16140,48083,3,79.89578143213146,22.802845110444547
N992,-13730790.734669,6180398.556926,-123.34579179999875,48.44017120000187,2021S051259170134,4,4,3,3,2,4,20,5,3,11,0.1904775153057302,0.8753621819458889,0,1,6,0.5579068921004616,0,7,33,0.27266883648706475,3238,15420,50092,1,84.67042972488832,53.273947611839404
N993,-13730846.02706,6180436.731743,-123.34628849999804,48.44039869999894,2021S051259170134,4,4,3,3,2,4,20,5,3,11,0.1614508511228528,0.8808906113957891,0,1,6,0.5762489759989999,0,7,34,0.2674898336087338,3847,15420,50092,1,83.39719018015316,55.643061543117526
N994,-13730668.093986,6180412.048138,-123.34469009999881,48.44025159999788,2021S051259170133,4,3,3,2,3,2,22,2,4,11,0.24341410724761983,0.9249603281800817,0,1,6,0.4862851383849414,1,7,32,0.2430799478296274,3238,15413,51067,3,86.89859892817486,55.10625690324923
N995,-13730774.34844,6180424.868166,-123.34564459999916,48.4403279999988,2021S051259170134,4,4,3,3,2,4,20,5,3,11,0.20468143134630865,0.8958822622675527,0,1,6,0.5393158811592232,0,7,32,0.2523802958364199,3238,16364,50092,1,84.67042972488832,52.15624688108464
N996,-13729695.306352,6180375.048035,-123.33595140000055,48.44003109999864,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.30210735151426366,0.7790360622841965,0,1,6,0.41208005257772107,4,8,26,0.2897898398231064,4620,11719,39508,2,69.39155518806636,36.554889839441714
N997,-13728639.229475,6177490.54113,-123.32646450000243,48.422838100002004,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.02439330189208275,0.3594284798467834,1,1,3,0.40855909557302755,2,10,19,0.2763471533523802,3012,9964,30324,3,68.1183156433312,31.604874242891594
N998,-13728543.750747,6176285.672293,-123.32560679999573,48.415654799997355,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.11866116503207379,0.5860910518555245,0,1,2,0.65406495444562,0,2,17,0.12143153391419159,2503,4735,22473,1,46.79155326901723,20.659403777789752
N999,-13728552.422536,6176130.851285,-123.32568470000172,48.414731700000644,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.09969698119274345,0.6754146261717942,0,1,2,0.6107834635618264,0,3,16,0.09971790579006881,1865,4735,20797,2,41.38028520389279,21.73171652015535
N1000,-13728259.685671,6176182.994673,-123.32305500000115,48.41504259999868,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.28736894197704616,0.7485735902328573,0,1,1,0.8071977806033366,0,1,15,0.28856664874409027,1865,4735,18057,1,31.512678732195276,12.51062705606851
N1001,-13728322.993065,6176198.072541,-123.32362369999743,48.41513250000009,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.24541298115608393,0.7148022366555657,0,1,2,0.7696395365718668,0,1,16,0.24673712921410879,1865,4735,18057,1,32.78591827693044,14.330898516851931
N1002,-13728525.806046,6176009.475324,-123.32544560000395,48.41400799999909,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.16086798717796186,0.7562308079974586,0,1,2,0.6091750943582258,0,3,14,0.15942982701336633,1865,4735,18663,1,39.152116000606256,18.39861409692442
N1003,-13728461.073762,6176087.580397,-123.32486410000301,48.414473699997664,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.16676139982788993,0.7277648471737539,0,1,2,0.6617249451854941,0,2,15,0.1666691595879333,1865,4735,18589,3,38.833806114422465,18.095950027104
N1004,-13728612.156575,6176276.296746,-123.32622130000387,48.415598900002216,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.08002414192099734,0.5712247151588373,0,1,2,0.6106011862098639,0,3,17,0.08318979654741335,2503,4735,23036,1,48.38310269993618,22.883894184513867
N1005,-13729462.080887,6175144.346382,-123.333856300002,48.408849399997905,2021S051259170272,2,4,1,3,3,1,15,3,2,9,0.42514182384311683,1.3115921134677953,0,0,2,0.4717612608390515,2,3,12,0.4154791643348342,1394,4313,18278,1,29.602819415092533,18.550766794501943
N1006,-13729462.236734,6175096.066368,-123.33385769999943,48.40856150000222,2021S051259170272,2,4,1,3,3,1,15,3,2,9,0.4317119544437896,1.3426268132169343,0,0,2,0.5037350887304936,0,3,11,0.42174782262994326,1394,4313,17750,1,28.32957987035737,18.27509279914757
N1007,-13734228.859406,6177373.943218,-123.37667699999832,48.42214299999856,2021S051259170311,3,1,5,1,4,3,16,1,4,11,0.12637216764176254,0.6213281550555603,0,1,2,0.6672232151757488,0,7,31,0.1265564963796216,2758,13830,46113,3,74.16620348082323,33.62131546720768
N1008,-13732707.010648,6175628.201348,-123.363006000004,48.41173460000148,2021S051259170295,1,2,5,1,2,5,17,3,4,8,0.05077023416701009,1.2273426572428723,0,0,3,0.5098315908929997,0,4,27,0.46965827064780985,1397,12276,37743,2,55.70423008216337,43.19417261908305
N1009,-13732515.118109,6175414.595416,-123.3612821999971,48.41046090000079,2021S051259170295,1,2,5,1,2,5,17,3,4,8,0.22568013984037,1.3318215559294015,0,0,3,0.5038057532809227,0,4,26,0.6592675504221501,1193,10317,34706,2,50.29296201703893,31.1048086905246
N1010,-13731344.627059,6174879.706838,-123.35076749999568,48.40727129999868,2021S051259170293,2,4,5,4,1,1,20,2,5,10,0.22955020360714778,1.739904593120724,0,0,2,0.2861204484454068,1,4,14,0.8758311567416625,1617,4740,25888,1,34.69577759403318,47.88780852281509
N1011,-13731191.484836,6174853.177936,-123.34939180000003,48.407113100002285,2021S051259170294,2,1,5,3,1,1,16,3,5,11,0.23668562404454863,1.7893921253406095,0,0,2,0.296539249562872,1,3,12,0.7841826865777979,1094,5325,24867,1,32.78591827693044,25.73845964320868
N1012,-13729079.66504,6176674.305367,-123.33042099999952,48.41797189999708,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.23375348581066827,0.2663321353455161,1,1,2,0.5904042274344679,0,5,22,0.4154437624297073,2385,9211,32968,1,63.98028712294193,19.19570933184301
N1013,-13728982.527652,6176613.873279,-123.32954839999651,48.417611599997755,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.22992029634606945,0.2961282843936716,1,1,2,0.5838534527625123,0,4,21,0.3450631730038034,2385,8286,29091,1,61.75211791965539,19.38494304559629
N1014,-13728471.537794,6176748.877444,-123.32495810000181,48.41841650000149,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.2690726878297597,0.3897375980282567,1,1,2,0.8694382666218022,0,3,16,0.4042054850175166,1987,6528,21871,1,50.29296201703893,17.505892699841368
N1015,-13728471.00346,6176567.580879,-123.32495329999782,48.417335600001394,2021S051259170204,1,4,1,3,3,1,12,2,1,10,0.2924983099824821,0.4649660730735041,1,1,2,0.7927947774141979,0,1,16,0.29582918718622697,1924,6528,21310,1,46.15493349664965,12.296194979352922
N1016,-13728953.940807,6177356.531669,-123.32929159999863,48.42203920000186,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.2396606327839279,0.1964100746245879,1,1,2,0.47903258204931887,1,9,25,0.41921249899764007,2484,11017,36074,1,75.43944302555839,18.906381533786103
N1017,-13729046.324853,6177194.109456,-123.33012150000394,48.4210708999976,2021S051259170200,3,1,1,1,1,1,14,1,3,10,0.22561296655691665,0.10242642170716416,1,1,2,0.5963251895571263,0,10,26,0.5431250256792499,2296,12724,35761,1,75.43944302555839,19.598996084119065
N1018,-13728380.612034,6177286.147771,-123.32414130000251,48.421619599999886,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.1944428202005558,0.41856199433670704,1,1,3,0.5580798877684353,0,6,17,0.44744539440828623,2445,8118,25267,1,55.06761030979579,21.194007214658203
N1019,-13728339.156655,6177285.862613,-123.32376889999688,48.42161789999752,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.21688507399975487,0.44434231792883355,1,1,3,0.5610151872707916,0,5,16,0.4590962940118724,2445,7649,25267,1,52.839441106509256,20.037375413519275
N1020,-13729818.214202,6178097.677847,-123.3370555000025,48.42645740000259,2021S051259170612,4,4,2,3,2,5,21,3,2,13,0.13559821338189557,0.7434110657317411,0,2,4,0.12901194335838512,5,9,40,0.13470935841810455,5141,15046,52152,3,96.76620539987236,62.13858131326002
N1021,-13729809.030344,6177903.603445,-123.33697300000242,48.42530050000213,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.23409533117413953,0.7142400098665793,0,2,4,0.1614929510801605,5,9,40,0.2629887883330574,4091,15206,53724,1,91.35493733474793,23.908828003964135
N1022,-13729951.753063,6178187.863807,-123.3382551000011,48.42699499999903,2021S051259170612,4,4,2,3,2,5,21,3,2,13,0.09891165546479282,0.687083217345309,0,2,4,0.14593240350672754,5,9,42,0.09884119668712733,5334,15675,56938,1,99.31268448934269,65.59923163863708
N1023,-13729794.258247,6178238.744812,-123.33684029999726,48.427298300000594,2021S051259170612,4,4,2,3,2,5,21,3,2,13,0.05591422290490047,0.7955603741719588,0,2,4,0.13716372354919606,5,12,40,0.05483377263613586,6355,16300,51557,1,98.03944494460752,69.96126856278289
N1024,-13729435.219494,6178731.61679,-123.33361500000316,48.43023620000181,2021S051259170179,3,2,4,3,1,4,17,2,1,10,0.15846948672188624,1.149863122104634,0,0,6,0.2619687893286356,5,15,35,0.39880901736020163,5235,15841,46748,3,88.49014835909381,37.8377356369625
N1025,-13729255.215877,6178499.747499,-123.3319979999997,48.428854099997665,2021S051259170179,3,2,4,3,1,4,17,2,1,10,0.06649476909551665,0.972479294385797,0,1,5,0.1192718798438299,6,14,33,0.41825140135914884,5272,14003,43376,1,85.6253593834397,44.68173255652421
N1026,-13728920.199869,6179441.893096,-123.32898849999557,48.43446969999897,2021S051259170598,3,2,4,4,1,3,18,3,4,10,0.22554286380300195,1.0874106436907458,0,0,5,0.2215892094734564,2,10,25,0.47222911097574616,2984,11244,33227,1,54.43099053742821,37.463537726754495
N1027,-13729319.903633,6179452.463381,-123.33257909999878,48.43453270000222,2021S051259170598,3,2,4,4,1,3,18,3,4,10,0.10876285181255098,1.1388306240946113,0,0,5,0.4396752127636551,1,12,27,0.5148597393658373,3437,13117,39195,1,65.57183655386088,45.78265576817116
N1028,-13729339.328884,6179578.653455,-123.3327535999975,48.43528479999777,2021S051259170598,3,2,4,4,1,3,18,3,4,10,0.07488982924329197,1.0649517023899844,0,0,5,0.4913922379137793,1,12,27,0.4322673134174023,3827,13895,40281,1,66.20845632622846,48.53388815032042
N1029,-13728903.479682,6179564.257525,-123.32883830000021,48.435199000001376,2021S051259170598,3,2,4,4,1,3,18,3,4,10,0.21550253839830683,1.0056379704287897,0,0,5,0.28537594389177184,1,8,25,0.39040655003592867,2984,9965,32821,2,50.61127190322272,38.115975889717504
N1030,-13729431.54595,6179704.442708,-123.33358199999593,48.43603449999708,2021S051259170598,3,2,4,4,1,3,18,3,4,10,0.1564176525397411,1.0135970994793195,0,0,5,0.43897417341888345,1,12,27,0.3609085194717355,4474,13880,41485,4,68.75493541569878,42.18492034759231
N1031,-13729433.805736,6179580.398418,-123.33360229999896,48.43529519999814,2021S051259170598,3,2,4,4,1,3,18,3,4,10,0.13751254682122363,1.088433745866793,0,0,5,0.44984906537348174,1,13,27,0.44090563755026774,4303,14510,42116,2,74.48451336700703,43.576102974567576
N1032,-13730619.725667,6180391.458946,-123.34425559999657,48.44012890000296,2021S051259170135,2,3,3,1,2,1,17,3,3,5,0.2105718801163909,0.9316737856230748,0,1,6,0.47014672154426584,1,7,32,0.2554101897796937,3731,15413,50280,1,87.21690881435865,35.225775748103025
N1033,-13730495.270477,6180474.688588,-123.34313760000292,48.44062489999783,2021S051259170228,2,3,3,2,2,2,19,2,4,9,0.14552929016677485,1.0249795967383508,0,0,6,0.3718834228319348,1,8,29,0.21905691883435352,3499,13975,46465,1,85.94366926962348,48.07619250220636
N1034,-13730639.150919,6180476.182031,-123.34443010000425,48.44063380000054,2021S051259170133,4,3,3,2,3,2,22,2,4,11,0.19976437751639917,0.971085412458033,0,1,6,0.44565656905404183,1,7,31,0.1993238236811151,3238,15413,46899,1,85.3070494972559,58.62177733079725
N1035,-13730549.249298,6180530.785155,-123.34362250000216,48.44095920000057,2021S051259170228,2,3,3,2,2,2,19,2,4,9,0.16827270858935392,1.034202218108616,0,0,6,0.37599419740139595,1,8,29,0.17145560490124423,3499,13986,45828,1,85.94366926962348,46.33193486184133
N1036,-13730739.293932,6181352.961877,-123.345329699996,48.4458586000017,2021S051259170131,4,3,3,2,3,2,19,5,4,10,0.16390237272775782,1.129118004756205,0,0,5,0.5417557377689112,0,6,17,0.23150660927262937,2648,10440,33117,1,66.84507609859604,49.16941339170741
N1037,-13730760.700671,6181398.558641,-123.3455220000043,48.44613029999963,2021S051259170131,4,3,3,2,3,2,19,5,4,10,0.17376137376512474,1.1147094248516505,0,0,5,0.5715107474483868,0,6,16,0.20313853537057017,3477,10440,32563,1,66.84507609859604,48.40765166948869
N1038,-13731146.912512,6181783.162035,-123.34899140000108,48.44842200000191,2021S051259170130,4,2,3,2,4,5,18,2,2,12,0.17002870391054759,0.8974687151616828,0,2,5,0.9317569824539932,0,3,16,0.17202536025802873,2693,9156,30554,1,47.42817304138481,42.45838338937959
N1039,-13731363.161755,6181221.308253,-123.35093400000271,48.44507410000265,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.2645266509066356,0.722766332102291,0,1,5,0.8800039698964455,0,3,16,0.3154269252512546,2990,14179,39013,2,64.61690689530951,31.95110592540743
N1040,-13731460.254615,6181098.936816,-123.35180620000389,48.44434490000126,2021S051259170156,4,4,3,1,1,3,18,2,2,7,0.18997360739377817,0.6772496916809602,0,1,5,0.8166703643821329,0,2,18,0.4184196538561254,3550,14726,40219,2,65.89014644004467,45.13856723865089
N1041,-13732233.936208,6181269.388021,-123.35875630000425,48.445360599999596,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.3442454264279366,0.15646734870891524,1,2,4,0.7618937303521368,0,4,18,0.49125233746078806,3552,13909,38274,1,74.16620348082323,27.59387779133532
N1042,-13732222.236529,6181206.020118,-123.35865119999958,48.44498300000165,2021S051259170154,4,4,3,1,1,3,21,3,2,7,0.3408870856014222,0.18685255612068705,1,2,3,0.7197814911808177,0,4,18,0.5295507800022327,3401,14561,38274,2,75.43944302555839,46.268222959753174
N1043,-13732529.133233,6180641.418801,-123.36140809999807,48.44161849999732,2021S051259170151,3,5,5,2,4,4,21,1,5,12,0.10069900414514422,0.4969837149963287,1,1,3,0.38803326543088584,2,4,35,0.4513532691326135,4516,15110,47874,1,98.9943746031589,66.3091465976531
N1044,-13731555.299196,6181472.601459,-123.35266000000175,48.44657150000021,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.12959836478324271,0.5895994009914138,0,2,5,0.9953330059334602,0,1,16,0.35710954506897125,4198,13058,34405,1,60.16056848873644,40.727319757780286
N1045,-13731657.445961,6181947.38359,-123.35357760000396,48.44940050000149,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.09399393909741509,0.6383163764409151,0,2,4,1.2645576556231959,0,0,14,0.1708571591726607,3589,9185,29440,1,42.65352474862795,30.064970340409197
N1046,-13732315.021325,6181254.401872,-123.35948470000338,48.44527129999907,2021S051259170126,2,2,5,3,2,2,15,4,1,9,0.33250042942971003,0.11986397619355736,1,2,3,0.7201250844535321,0,4,18,0.46863392543800625,4086,13833,37825,3,77.34930234266113,19.07676612266518
N1047,-13732242.452149,6181316.192636,-123.35883280000382,48.44563950000207,2021S051259170126,2,2,5,3,2,2,15,4,1,9,0.3315260515011119,0.1383421412684758,1,2,4,0.7743113981432771,0,4,18,0.4635103367752395,4448,13247,36994,2,71.9380342775367,19.12111078653706
N1048,-13731171.658835,6181260.762172,-123.3492137000028,48.44530920000132,2021S051259170130,4,2,3,2,4,5,18,2,2,12,0.21926921664102442,0.8457739437963757,0,1,5,0.7669992270140901,0,4,16,0.21793136270760372,4343,13354,37876,3,62.70704757820676,39.06681422928331
N1049,-13732830.330379,6181750.754455,-123.36411379999592,48.44822889999858,2021S051259170126,2,2,5,3,2,2,15,4,1,9,0.1651972516239245,0.354960860689924,1,2,3,0.5234513951556047,0,2,6,0.09153271537645027,4040,9217,32593,1,49.33803235848755,27.777749439738216
N1050,-13732842.297225,6181802.495875,-123.36422130000257,48.44853720000253,2021S051259170126,2,2,5,3,2,2,15,4,1,9,0.18614889583971983,0.3846032002721335,1,2,3,0.5251575492552369,0,2,6,0.07528756821312971,4040,8631,32010,1,48.70141258611997,26.553667740038684
N1051,-13733096.639997,6181124.192982,-123.3665060999975,48.44449540000073,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.11203093221822111,0.47031094917097355,1,1,3,0.19434960228571135,2,4,19,0.45898008830045073,2856,12700,40508,1,86.89859892817486,47.27579113880531
N1052,-13735326.636565,6181291.254756,-123.38653850000318,48.4454909000003,2021S051259170389,2,3,5,2,4,5,18,2,1,11,0.03822737151193661,1.1936009662740716,0,0,4,0.38804413806486004,1,1,10,0.03660459081717688,5920,10086,24497,3,48.70141258611997,52.65103532172364
N1053,-13735303.19268,6181247.856978,-123.38632790000104,48.44523230000143,2021S051259170389,2,3,5,2,4,5,18,2,1,11,0.06417836402973087,1.1855913942449994,0,0,4,0.36587726816846994,1,1,10,0.06208055554499518,5920,10581,26285,2,51.884511447957884,50.35453771262242
N1054,-13735303.459847,6181325.624074,-123.38633030000302,48.44569570000295,2021S051259170389,2,3,5,2,4,5,18,2,1,11,0.055131933627301184,1.2204429950556928,0,0,4,0.41440212158208783,1,1,10,0.05438199868936784,5920,10086,24497,2,48.38310269993618,51.14226334697513
N1055,-13735470.372291,6180976.61748,-123.38782969999859,48.44361600000223,2021S051259170390,4,4,5,4,3,4,25,4,4,12,0.19047140772260168,0.9847865974553556,0,1,3,0.1635972241614069,1,2,10,0.18565161683834805,4935,10631,26670,3,59.84225860255265,73.70469435587094
N1056,-13735589.929424,6180810.837222,-123.38890369999758,48.44262810000166,2021S051259170390,4,4,5,4,3,4,25,4,4,12,0.19204883084292154,0.8551242180235934,0,1,2,0.08070846034114099,1,2,10,0.1920472870071551,5203,11831,24817,2,61.75211791965539,73.55221636457763
