node_id,x,y,longitude,latitude,nearest_DAUID,nearest_Population_Density_Demand,nearest_Commute_PT_Demand,nearest_Bus_Stop_Proximity,nearest_Route_Coverage_Percent,nearest_Bus_Stop_Density,nearest_Income_Demand,nearest_Overall_Demand,nearest_Employment_Demand,nearest_Commute_Duration_Demand,nearest_Overall_Accessibility,nearest_demand_dist,nearest_school_dist,schools_within_0.5km,schools_within_1.0km,schools_within_2.0km,nearest_healthcare_dist,healthcare_within_0.5km,healthcare_within_1.0km,healthcare_within_2.0km,nearest_pop_dist,population_within_0.5km,population_within_1.0km,population_within_2.0km,route_connections,bus_stop_density_per_km2,ridership_proxy
N409,-13730383.260805,6178758.577184,-123.34213139999964,48.43039690000162,2021S051259170140,3,3,4,2,4,3,19,4,1,11,0.19949445857116632,0.7636191292290971,0,2,5,0.49208108969151504,1,14,48,0.4667373571613309,4546,17886,60220,3,93.26479665185067,45.26177207241942
N410,-13729678.608428,6178732.807944,-123.33580139999714,48.43024329999956,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.22211764789993468,1.0433373493915725,0,0,6,0.3545702097219539,5,14,40,0.310070736371047,4117,15955,48519,4,91.35493733474793,31.714541434084882
N411,-13730726.670302,6178617.669383,-123.34521629999831,48.42955700000153,2021S051259170174,4,3,3,3,3,5,17,3,2,13,0.23774398241995653,0.6142342944424827,0,2,4,0.48072115522633846,2,13,52,0.45416330996277204,4969,19116,61366,1,97.40282517223994,35.898935302047505
N412,-13729754.895675,6178561.249874,-123.33648669999677,48.42922069999762,2021S051259170612,4,4,2,3,2,5,21,3,2,13,0.1853116953870098,0.9320538090931227,0,1,5,0.26007030024431305,7,13,41,0.1857738743842801,4673,16915,50855,1,94.21972631040204,57.790925597648034
N413,-13730400.493062,6178216.634269,-123.34228619999809,48.427166500001526,2021S051259170174,4,3,3,3,3,5,17,3,2,13,0.13226814999533276,0.460268231618313,1,2,4,0.27418330941893365,2,13,49,0.22221995598210598,5649,18166,60283,3,99.94930426171028,43.11103862734072
N414,-13730387.379626,6178753.946768,-123.34216839999822,48.430369300001566,2021S051259170140,3,3,4,2,4,3,19,4,1,11,0.20010525340781699,0.762429256194137,0,2,5,0.49348321655914623,1,14,48,0.46682223170755766,4546,17886,60220,3,93.26479665185067,45.217603393003515
N415,-13730603.283779,6178917.338221,-123.34410790000366,48.43134319999703,2021S051259170140,3,3,4,2,4,3,19,4,1,11,0.049996703169601475,0.5877941858986296,0,2,5,0.33894853600233815,1,12,49,0.6443907402251282,4313,17403,60220,1,96.12958562750478,57.61797781305892
N416,-13730596.092539,6179158.513689,-123.3440432999956,48.432780699998894,2021S051259170140,3,3,4,2,4,3,19,4,1,11,0.11350738479211858,0.5546818919033983,0,2,6,0.1917534206149732,1,11,47,0.7547341749622897,4295,17328,58179,1,98.35775483079132,51.96337145647954
N417,-13730479.051227,6179299.312984,-123.34299190000118,48.43361989999762,2021S051259170139,3,2,4,2,4,3,16,4,3,8,0.16725078452611683,0.63089452424837,0,1,6,0.18678917104300258,2,11,43,0.7834298693444932,3725,16263,56978,1,93.58310653803446,33.073370092576596
N418,-13730473.808079,6179428.906765,-123.34294480000136,48.43439230000213,2021S051259170137,2,1,4,2,3,1,15,5,3,10,0.17194478459246942,0.6452788774971588,0,1,6,0.17538974984653566,2,9,43,0.8556472819780299,3195,19660,55743,3,91.03662744856413,25.30342957822196
N419,-13730486.197938,6179031.239302,-123.34305609999844,48.43202210000182,2021S051259170140,3,3,4,2,4,3,19,4,1,11,0.06700119063702664,0.6403039479896996,0,2,5,0.30184918962312474,1,12,46,0.6431873143779456,3715,16688,60157,1,98.6760647169751,56.03801324657024
N420,-13730228.381997,6179024.310234,-123.34074009999553,48.431980800000595,2021S051259170139,3,2,4,2,4,3,16,4,3,8,0.10595255447614524,0.8091829324615788,0,2,5,0.4241801526556991,2,13,42,0.5423280462555231,3844,15999,56320,1,96.76620539987236,37.20787167141598
N421,-13730103.670772,6179401.893916,-123.33961980000032,48.434231299998956,2021S051259170139,3,2,4,2,4,3,16,4,3,8,0.17763653656947231,0.8855603640522726,0,1,5,0.2262887533608031,2,15,41,0.7501759354103056,3774,17401,52786,1,91.35493733474793,32.4155026380401
N422,-13730115.915916,6179153.547503,-123.33972980000046,48.432751100000424,2021S051259170139,3,2,4,2,4,3,16,4,3,8,0.09513801766275257,0.8729686320725919,0,1,5,0.391014272370429,2,14,41,0.5932967643283231,3185,16266,53069,3,92.3098669932993,37.98533241524938
N423,-13729988.265856,6179391.54181,-123.33858310000127,48.434169600000125,2021S051259170139,3,2,4,2,4,3,16,4,3,8,0.22591164468197317,0.9609991232230655,0,1,5,0.2428012154401698,2,12,39,0.725597093899596,3774,17776,51246,1,89.76338790382897,29.50392274620021
N424,-13729970.076251,6180380.434435,-123.33841969999945,48.440063200001134,2021S051259170228,2,3,3,2,2,2,19,2,4,9,0.2534628080961608,0.9303330191128554,0,1,5,0.3274016164124972,4,8,28,0.2930352042267223,4114,12814,41446,1,78.30423200121251,40.36104907478644
N425,-13729823.513009,6178891.249736,-123.33710309999566,48.43118769999777,2021S051259170175,3,2,4,1,2,5,16,4,4,8,0.14067150964434486,1.049082153868308,0,0,5,0.4803077196623636,1,12,38,0.3933778282434073,3578,18280,50390,1,93.90141642421825,34.81154812835746
N426,-13729805.145294,6179380.065584,-123.33693810000447,48.43410120000139,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.2386516950087313,1.0814252646551272,0,0,5,0.3065656510000408,1,12,36,0.660268104253887,3872,16650,49357,1,86.58028904199107,30.73694942296468
N427,-13729720.130598,6179708.889075,-123.33617439999655,48.43606100000239,2021S051259170226,3,2,4,1,5,2,19,3,4,6,0.14542245695210648,1.1098240442551284,0,0,5,0.24752201489199943,1,8,29,0.4500215356676525,4792,15266,45631,3,76.07606279792597,47.235198362016625
N428,-13729726.353358,6179374.193252,-123.33623030000072,48.43406620000139,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.21449077915471398,1.133291386099438,0,0,5,0.3442440161744865,1,12,34,0.6378438741357839,3379,15604,46056,1,84.35211983870452,32.174458711859835
N429,-13729527.403164,6179121.586137,-123.33444310000023,48.43256060000031,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.07879065735983468,1.2645779846311136,0,0,5,0.47693402925949285,2,15,33,0.5865488135055863,3495,15279,45381,1,82.123950635418,41.44466778380841
N430,-13729516.148763,6179359.462105,-123.33434199999591,48.433978399998225,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.20978548581804088,1.2443513770887864,0,0,5,0.45888607850298563,1,14,29,0.5961867785680277,2853,14769,43729,1,76.39437268410977,32.461090796107385
N431,-13729517.284222,6178878.583009,-123.33435219999765,48.43111220000166,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.1448201319608604,1.187607546516533,0,0,6,0.3600655700173166,3,15,34,0.444121602199926,4121,16656,45558,1,85.94366926962348,36.65942367886958
N432,-13729513.221061,6179120.847923,-123.33431570000138,48.43255619999948,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.08697364990982061,1.274013917071848,0,0,5,0.47003004710855606,2,15,33,0.5896238372789473,3495,15279,44768,1,82.123950635418,40.8200754449708
N433,-13731164.912874,6177348.077519,-123.34915310000412,48.42198880000164,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.048800670791488504,0.3074768250787047,1,2,4,0.42817378475453494,3,15,45,0.49552934582570574,5615,20828,60442,1,90.40000767619655,83.23998616091636
N434,-13731214.995512,6177191.006305,-123.34960299999595,48.421052400001585,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.13113583169498172,0.41043931678292656,1,2,4,0.44363753668739525,2,16,44,0.4761466350986986,5022,22096,56113,2,91.35493733474793,74.15858691319539
N435,-13731082.825881,6177531.034577,-123.3484156999997,48.423079500001116,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.13414965207449264,0.1836479642335423,1,2,4,0.3988631271407041,3,18,46,0.4239149114695175,5253,19788,57543,1,92.3098669932993,73.85118441800684
N436,-13731100.369833,6177404.992226,-123.34857330000197,48.42232810000139,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.08435943786357372,0.2510745537280035,1,2,4,0.4468410211235846,3,15,46,0.49005751704476314,5387,19706,59173,1,89.76338790382897,79.14873990310556
N437,-13730651.49625,6177145.683645,-123.3445409999995,48.420782199998314,2021S051259170277,3,3,3,1,4,3,18,3,3,5,0.07361595849299674,0.39431735198095647,1,2,4,0.68670410946336,0,9,45,0.5308008246978819,2958,18294,54223,3,84.35211983870452,50.90613643451444
N438,-13730677.444823,6176969.947395,-123.34477409999677,48.4197344999987,2021S051259170277,3,3,3,1,4,3,18,3,3,5,0.14558561646048623,0.500174817542816,0,1,4,0.7934930240937516,0,8,44,0.6482355010451042,2435,16487,52445,1,78.6225418873963,45.09948224632243
N439,-13730413.795741,6177242.636186,-123.34240569999673,48.421360200000564,2021S051259170556,3,4,3,1,1,3,17,3,5,5,0.09298661040891743,0.42665223325124707,1,2,4,0.5506603435885121,0,9,44,0.48084391161624224,3264,15773,52528,1,77.34930234266113,47.04281660348797
N440,-13730663.26272,6177613.716285,-123.34464669999791,48.42357240000207,2021S051259170171,5,3,3,5,1,4,27,5,5,10,0.22442523730471367,0.14577730359530855,1,2,4,0.4758476958614746,2,14,48,0.2238513639583339,4216,17722,60519,1,88.17183847291003,77.66034954132365
N441,-13730692.183524,6177655.619392,-123.34490650000055,48.423822200001126,2021S051259170171,5,3,3,5,1,4,27,5,5,10,0.20236405995490758,0.1184676848530657,1,2,4,0.4787846952169504,2,15,48,0.20193073378840787,5317,18793,60519,3,89.12676813146139,79.84712680063161
N442,-13730416.678916,6176984.875694,-123.34243159999842,48.41982349999923,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.2524622984065866,0.5602122836901433,0,2,4,0.7090884061279121,0,11,43,0.6472089033244022,1848,14880,50159,1,78.30423200121251,21.784162169712154
N443,-13730416.734576,6177100.629605,-123.34243210000069,48.420513600002806,2021S051259170556,3,4,3,1,1,3,17,3,5,5,0.1860701114614552,0.4968823804226364,1,2,4,0.6374884938920283,0,10,44,0.5719850146652536,1848,14880,52103,1,78.94085177358009,40.09219814535563
N444,-13730703.393397,6176484.422915,-123.34500720000301,48.41683980000008,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.2501092299017686,0.8133102751253534,0,1,4,0.6365673079777647,0,7,39,0.9198874342186171,2646,15561,47205,3,67.80000575714742,21.903322697750877
N445,-13730723.519961,6176469.696761,-123.3451880000036,48.41675200000201,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.26601592074636404,0.8213512714283633,0,1,4,0.6399178675040365,0,8,39,0.9173630466372584,2646,15561,47205,3,66.52676621241226,21.10642387926634
N446,-13730747.153088,6176473.168642,-123.34540029999556,48.4167726999992,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.2800321497948633,0.8174162900551586,0,1,4,0.6532671752732122,0,9,39,0.9268253013116021,2646,15561,47205,2,66.84507609859604,20.42064893660169
N447,-13730874.52485,6176772.728569,-123.34654450000127,48.41855869999787,2021S051259170276,3,4,3,4,4,3,19,1,4,9,0.21728705739929546,0.615193986739258,0,2,4,0.746688674043563,0,10,41,0.7921445802811493,2534,17260,50851,1,74.80282325319081,45.99130887026794
N448,-13730714.94836,6176990.5451,-123.34511100000172,48.41985730000065,2021S051259170277,3,3,3,1,4,3,18,3,3,5,0.12498906631463438,0.48120281482527016,1,2,4,0.79536757350462,0,8,44,0.6372350192280949,2435,16487,52445,1,80.85071109068284,46.68536714720236
N449,-13731215.930596,6177009.398417,-123.34961139999844,48.41996969999903,2021S051259170276,3,4,3,4,4,3,19,1,4,9,0.13250391966334002,0.5143762985222939,0,2,4,0.5154233997143989,0,13,44,0.5179073893404877,4145,18819,56024,1,87.53521870054244,52.54285417957787
N450,-13731096.662894,6177424.215493,-123.34854000000236,48.4224427000004,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.08929817674544743,0.23965974986948224,1,2,4,0.4392930875375118,3,15,46,0.4791251881989623,5387,19706,59173,1,89.44507801764519,78.60163428870958
N451,-13730932.232874,6177413.916111,-123.34706290000102,48.42238130000271,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.19612261761536937,0.1954969328555581,1,2,4,0.5255136647889501,0,13,46,0.4166353245641359,4774,19648,58523,1,91.35493733474793,67.8735223575629
N452,-13730927.81349,6177437.332965,-123.34702319999907,48.42252089999769,2021S051259170278,3,4,3,4,4,3,24,5,3,11,0.2009536401339164,0.1797215185685416,1,2,4,0.518519304040146,0,15,46,0.4020018369962997,4774,19648,59194,1,91.99155710711551,67.43346198368423
N453,-13730805.807328,6177419.099349,-123.34592719999827,48.42241220000202,2021S051259170277,3,3,3,1,4,3,18,3,3,5,0.1654172520950924,0.1908642155144725,1,2,4,0.5923031595994225,0,12,46,0.37513647272558703,4189,20233,58059,1,88.17183847291003,43.625464969059216
N454,-13730878.799518,6177129.832513,-123.34658289999727,48.42068770000026,2021S051259170277,3,3,3,1,4,3,18,3,3,5,0.08508559781803474,0.3786275657368665,1,2,4,0.6603218045159169,0,11,45,0.5717344667966835,3411,18769,55478,3,85.6253593834397,49.92914706518942
N455,-13730859.27408,6177280.042046,-123.34640750000341,48.42158320000235,2021S051259170277,3,3,3,1,4,3,18,3,3,5,0.09703003837399585,0.278992910062991,1,2,4,0.6195071278638598,0,12,45,0.4738926468600373,4181,19406,56567,1,87.53521870054244,48.93342913133183
N456,-13730269.035876,6177639.113099,-123.34110530000417,48.4237237999986,2021S051259170557,3,4,2,3,1,4,23,3,5,10,0.11013608592782502,0.39792664974100306,1,2,4,0.27357936844458225,2,9,44,0.2972354654448944,3859,14640,55995,3,84.67042972488832,71.96510286438176
N457,-13730416.389485,6177611.451711,-123.34242899999549,48.42355889999959,2021S051259170556,3,4,3,1,1,3,17,3,5,5,0.1556177463066973,0.30373208801676804,1,1,4,0.34826337882716196,2,8,46,0.2511891503182881,3859,16596,57405,3,84.67042972488832,42.24286136399608
N458,-13730406.738086,6177571.343696,-123.34234230000315,48.42331979999787,2021S051259170556,3,4,3,1,1,3,17,3,5,5,0.12840559390728434,0.31619261075185695,1,1,4,0.3637677858097114,2,8,45,0.27770318083673534,3859,16006,55937,1,84.9887396110721,44.26289873948956
N459,-13729871.580766,6176378.002702,-123.33753490000352,48.4162052999986,2021S051259170202,1,4,1,4,3,1,13,5,5,11,0.25429537890759313,0.75141878630467,0,1,3,0.3734419831712191,3,3,30,0.7628697542597036,2753,9670,37683,4,72.57465404990428,17.81350780807463
N460,-13730026.893719,6177282.407175,-123.33893009999855,48.42159730000009,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.24172271787992547,0.6220267194213741,0,2,4,0.47010317345893055,2,7,39,0.5795629932167505,3603,13746,47990,1,77.98592211502871,23.506913772528705
N461,-13731001.840951,6176979.826907,-123.34768819999567,48.4197934000002,2021S051259170276,3,4,3,4,4,3,19,1,4,9,0.17282550908478853,0.48654340732908213,1,2,4,0.6388243388828808,0,12,43,0.6552952133602945,3547,18863,54785,1,85.6253593834397,49.30891753301442
N462,-13731131.984568,6177003.29289,-123.34885729999851,48.419933300000466,2021S051259170276,3,4,3,4,4,3,19,1,4,9,0.13559046050523174,0.49534304938611956,1,2,4,0.5603726974591938,0,15,44,0.5698761802235999,3083,19475,55486,1,86.89859892817486,52.287185481174404
N463,-13730066.178367,6177004.03092,-123.33928299999583,48.41993769999729,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.3215417756560449,0.703500289521745,0,2,4,0.6542726958834735,0,8,39,0.7160925618234993,3014,11827,47237,1,81.16902097686662,18.47503120154157
N464,-13730039.895836,6176892.790312,-123.33904690000281,48.41927450000079,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.2778431246322471,0.7205197274254344,0,2,4,0.7047730839496222,0,8,39,0.7891461695548848,2147,10768,45651,1,82.123950635418,20.526760522866493
N465,-13730662.450088,6176632.054856,-123.34463940000046,48.41771999999893,2021S051259170275,1,2,3,2,4,2,15,4,4,10,0.20912778980443322,0.7210118251104995,0,1,4,0.6892246319411619,0,10,39,0.8710210272100145,2646,16150,47737,1,68.1183156433312,24.053021044279983
N466,-13729474.236975,6177417.589667,-123.33396549999846,48.42240319999802,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.22248760181960978,0.4108896162596276,1,2,4,0.4407542771808653,2,9,36,0.6351341540357544,2194,13218,43785,1,85.6253593834397,24.530104689079895
N467,-13729583.096305,6178059.714808,-123.33494339999805,48.42623109999965,2021S051259170177,5,2,4,3,1,5,21,3,4,10,0.20034194185181728,0.7778576233472234,0,2,4,0.025792064750100045,7,11,38,0.23837459611518327,5305,15270,48504,2,95.4929658551372,53.71064904226341
N468,-13729606.451134,6177717.082128,-123.33515319999654,48.424188599999276,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.15983428080195844,0.6073592120089681,0,2,4,0.23086728083673433,5,9,38,0.41811441773191027,4091,14605,47007,1,90.08169779001277,28.098185214622713
N469,-13729500.942521,6177775.458718,-123.33420539999989,48.4245365999996,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.12249440303254362,0.5912046092025212,0,2,4,0.2092473071145795,6,10,35,0.41748704002395876,4092,14654,45145,1,90.71831756238035,64.64874680356303
N470,-13729048.829541,6177773.613475,-123.33014399999905,48.42452560000053,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.17826148128883829,0.4755191763128952,1,1,4,0.23897696933792734,5,12,25,0.2832785586511011,2975,11459,37866,1,78.94085177358009,59.62368996551754
N471,-13729322.274738,6177719.967398,-123.3326003999974,48.424205799997225,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.03007746788553025,0.4961292660114256,1,1,4,0.30530607813704,4,10,30,0.4675702485356309,3050,13208,41381,1,85.3070494972559,74.17421741593017
N472,-13729323.410197,6177785.875962,-123.33261059999916,48.42459870000048,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.01446458308120623,0.535327291154298,0,1,4,0.27358811659072957,4,10,30,0.45864069433484933,4329,13208,41720,1,84.9887396110721,75.95481315483944
N473,-13729368.171764,6177780.189252,-123.33301269999691,48.424564799997945,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.03550975644764095,0.5457784565507212,0,2,4,0.2552349681268128,6,10,32,0.47015958762804144,4790,13208,42768,1,85.3070494972559,73.56727470472318
N474,-13729330.089367,6177633.54391,-123.33267060000412,48.42369059999899,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.08757167937547006,0.44926759721151815,1,1,4,0.3472660248497343,4,10,30,0.4907639346874427,3631,14131,41967,1,85.3070494972559,68.05796646665836
N475,-13729446.930304,6177645.973943,-123.33372019999929,48.42376470000254,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.1170058915880805,0.501484003084672,0,2,4,0.3022467303339375,6,9,35,0.5090348263190501,2813,13574,44202,1,87.53521870054244,65.17042643153528
N476,-13729362.672581,6177513.605932,-123.33296329999554,48.4229755999998,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.1693609825324382,0.39833367042443046,1,1,4,0.4053022626649666,3,9,33,0.5442837545897659,2853,13750,43154,1,85.3070494972559,60.393552200239796
N477,-13729181.845201,6177500.085757,-123.33133890000312,48.42289500000194,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.19718777232190984,0.3238737821146406,1,1,4,0.43946727286278475,3,10,30,0.447942326101715,3650,12294,40203,1,82.123950635418,58.02468242191996
N478,-13729099.980847,6177380.267075,-123.33060349999887,48.422180699999984,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.2929084878119768,0.22912125746925513,1,1,3,0.4880520161120552,1,9,27,0.46249422974335297,3650,11534,38115,3,78.30423200121251,50.65472755037966
N479,-13729407.322829,6177480.912642,-123.3333643999977,48.42278070000278,2021S051259170199,5,4,4,1,5,5,21,2,4,7,0.1976273667517513,0.40317143667612937,1,2,4,0.4135549089517343,3,9,35,0.5807333218202942,2194,13750,43154,1,84.67042972488832,57.9881433806213
N480,-13729540.327357,6177309.832659,-123.3345592000013,48.42176079999803,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.22642570855146094,0.41422094793831526,1,2,4,0.5036245467824798,0,10,37,0.686820081251311,2194,13945,45582,1,88.49014835909381,24.318008566832994
N481,-13729433.382722,6177244.883888,-123.33359849999955,48.42137360000215,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.24765095615542077,0.3320609419387989,1,2,4,0.5583763002599227,0,10,35,0.6841254672793804,2371,13425,42174,2,86.89859892817486,1.754586682117919
N482,-13729566.120083,6177259.510737,-123.33479090000115,48.421460799998364,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.240544165655341,0.4183184544925699,1,2,4,0.5352013568714176,0,11,37,0.7139416128842514,2194,13945,45724,1,85.6253593834397,23.568693064913663
N483,-13729390.958864,6177114.786545,-123.33321739999903,48.42059800000134,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.18320671600745037,0.28286874800367506,1,1,4,0.648808359691827,0,11,33,0.7227655860553445,2371,13419,39838,1,85.6253593834397,4.111676996446969
N484,-13729595.697672,6177205.616288,-123.33505660000381,48.421139499999256,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.21059467362614867,0.4276009899901335,1,2,4,0.5697675061871552,0,11,37,0.7436904338130927,2194,13416,44052,1,84.35211983870452,3.079281484114132
N485,-13729660.519011,6177285.728422,-123.33563889999941,48.42161710000235,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.19348595483192604,0.4833480174943045,1,2,4,0.5167880040480993,0,11,38,0.6828067013481058,2658,13416,46957,1,85.94366926962348,26.13516679352826
N486,-13729748.439145,6177110.190569,-123.33642870000097,48.42057060000175,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.19518364707190689,0.5192153417369608,0,2,4,0.618234209996819,0,9,38,0.7895778274687142,2091,13840,44813,1,84.35211983870452,3.654382339342452
N487,-13729779.675394,6177247.366425,-123.33670929999992,48.421388400002556,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.20148544413936162,0.5529688321226638,0,2,4,0.525659336777129,0,9,38,0.6979492284904383,2658,13696,47490,1,82.76057040778558,25.68470559188149
N488,-13729707.106218,6177128.708677,-123.33605740000037,48.420680999998915,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.1881901148236177,0.4927749693860045,1,2,4,0.616404377870659,0,9,37,0.7808707127609985,2658,12792,44813,1,84.35211983870452,3.9202844902121807
N489,-13729320.393439,6176935.444674,-123.33258350000095,48.41952879999978,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.15709523401512437,0.24793803622057187,1,1,3,0.7194573627670289,0,10,33,0.6506435185784406,1617,12035,39332,2,78.30423200121251,5.141464545152135
N490,-13729932.31668,6176857.818255,-123.33808050000192,48.41906599999927,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.2533822093862164,0.6543293853198913,0,2,4,0.6827477955283611,0,8,38,0.8447480044054999,2616,12117,45374,1,84.03380995252074,1.5566989761833931
N491,-13729558.238663,6177045.10913,-123.33472010000068,48.42018260000174,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.10233647580998315,0.3918893903593897,1,2,4,0.677292198709281,0,9,37,0.8111405535696082,1804,11749,40962,1,85.3070494972559,7.459479073418934
N492,-13729896.327088,6176737.589276,-123.3377571999963,48.41834919999965,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.2500567834862981,0.6525643757276622,0,2,4,0.6055994552378959,0,8,38,0.8802725772238464,1496,11037,44645,1,84.35211983870452,1.671297719067323
N493,-13729883.358368,6176538.514076,-123.3376407000024,48.41716230000026,2021S051259170202,1,4,1,4,3,1,13,5,5,11,0.30397729526832257,0.6994045759541199,0,1,3,0.4761721786072454,1,5,35,0.8254049790643045,2081,9091,41075,1,78.30423200121251,15.552808583383962
N494,-13729244.740713,6176762.228699,-123.33190390000044,48.418496100002805,2021S051259170201,2,1,1,4,4,1,10,1,3,6,0.22160010349548076,0.2696430187388161,1,1,3,0.6134057728748528,0,9,25,0.5314108836102394,1617,10340,35187,1,72.57465404990428,2.6774675095919855
N495,-13730045.40615,6177802.684489,-123.33909639999567,48.424698900002966,2021S051259170557,3,4,2,3,1,4,23,3,5,10,0.09796933785535795,0.548575239892973,0,2,4,0.1251313658421493,5,8,42,0.3526751750325917,5296,16766,54420,3,94.53803619658584,73.22266865425038
N496,-13729925.581851,6177805.922063,-123.33802000000365,48.42471820000121,2021S051259170557,3,4,2,3,1,4,23,3,5,10,0.150735569838975,0.6279170205485417,0,2,4,0.14967283356806046,5,8,40,0.32986347514140757,5315,15776,53320,3,91.99155710711551,67.96112759401545
N497,-13730029.008789,6177651.341843,-123.3389490999956,48.42379669999755,2021S051259170557,3,4,2,3,1,4,23,3,5,10,0.05219522804626857,0.5563024869830424,0,2,4,0.2259006588617538,5,8,41,0.4242380993229747,4776,16209,53065,1,88.8084582452776,78.21445510947723
N498,-13729792.84449,6177664.862259,-123.33682760000205,48.423877300002246,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.0755642512777954,0.6784681188319083,0,2,4,0.2774365424555972,5,9,39,0.42147058141993776,4555,14558,50933,1,89.76338790382897,33.552896909147385
N499,-13730028.697095,6177581.760691,-123.33894630000077,48.42338190000105,2021S051259170557,3,4,2,3,1,4,23,3,5,10,0.07666858787239218,0.5611305286999976,0,2,4,0.2719149745363697,4,8,41,0.4474292623546088,4776,15076,52618,1,85.94366926962348,75.49277013158532
N500,-13729876.924101,6177586.088528,-123.3375828999985,48.423407699999906,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.06760443019943264,0.6608093981740341,0,2,4,0.29323585591130286,5,8,39,0.4721515892698043,4016,14558,51492,1,85.94366926962348,34.112638444101684
N501,-13730028.619171,6177416.667084,-123.33894559999756,48.422397699997454,2021S051259170557,3,4,2,3,1,4,23,3,5,10,0.17414969445378928,0.5866787379445353,0,2,4,0.3811638367623904,2,7,40,0.5146238252131827,2680,15661,50824,1,82.123950635418,65.77788724264038
N502,-13729850.251951,6177382.263201,-123.33734329999845,48.42219260000283,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.12110883131395188,0.6234237531910585,0,2,4,0.42574177635666605,4,8,39,0.606917894761947,3247,14062,49662,1,83.39719018015316,30.50301148678416
N503,-13730026.537497,6177253.992118,-123.33892690000188,48.42142790000064,2021S051259170556,3,4,3,1,1,3,17,3,5,5,0.2501830146632881,0.6308591815607567,0,2,4,0.4889281407667344,2,7,39,0.5941021721380805,3014,13216,47990,1,77.66761222884493,35.90679370620716
N504,-13729877.736733,6177187.047691,-123.33759019999597,48.421028799998375,2021S051259170558,2,4,2,3,1,5,14,2,4,6,0.2498235915220038,0.6098965115781004,0,2,4,0.5456997578521158,0,9,39,0.6929813902957547,2608,13072,47490,1,80.85071109068284,23.085421644267658
N505,-13732298.679623,6176156.059194,-123.35933789999663,48.41488200000103,2021S051259170286,4,4,5,5,4,3,18,2,3,9,0.20666226257325074,0.8230322870143447,0,1,3,0.1993219726279523,3,8,35,0.4630709456571141,4142,15987,46183,1,74.48451336700703,43.940014884246644
N506,-13731981.318887,6176104.653923,-123.35648699999938,48.414575500000595,2021S051259170290,3,1,5,1,4,3,19,2,5,11,0.14891487909500867,0.8542738944656622,0,1,3,0.01887376308741355,3,6,35,0.5934650274846089,4036,14495,45299,1,72.25634416372048,44.84847533192929
N507,-13732021.861446,6175974.054062,-123.35685120000343,48.41379679999844,2021S051259170290,3,1,5,1,4,3,19,2,5,11,0.10495202420214934,0.9379909167003845,0,1,3,0.023945870271616133,3,4,33,0.6503817487046595,4078,13059,44629,1,70.98310461898532,48.2849064728414
